,id,url,title
1,-6K2nN9aWsg,https://www.youtube.com/watch?v=-6K2nN9aWsg,Finding a place to belong outside the comfort zone | Simon Wallis | TEDxNagoyaU
2,0KTVqevvEjo,https://www.youtube.com/watch?v=0KTVqevvEjo,O's Shadow | Kentaro Onishi | TEDxHamamatsu
3,0L8zz6v-3lw,https://www.youtube.com/watch?v=0L8zz6v-3lw,What is special exists in usual lives | Yuka Yamada | TEDxHamamatsu
4,0SI8rms050Q,https://www.youtube.com/watch?v=0SI8rms050Q,Tackle a Local Welfare with Children | Chiaki Fujino | TEDxAnjo
5,0jJLyvNn_to,https://www.youtube.com/watch?v=0jJLyvNn_to,Extreme Ironing motivates and inspires your people | MAKI | TEDxKagoshimaUniversity
6,0jKavPI5DUw,https://www.youtube.com/watch?v=0jKavPI5DUw,Imagination gives life to Noh | Tatsushige Udaka | TEDxKyotoUniversity
7,0nNCXFT_Ots,https://www.youtube.com/watch?v=0nNCXFT_Ots,How a 12 year-old girl became one of the youngest Japanese patent holders | Asuka Kamiya | TEDxKyoto
8,1LQjIAV1OpA,https://www.youtube.com/watch?v=1LQjIAV1OpA,Go to Space by using Elevator | Yoshiki Yamagiwa | TEDxHamamatsu
9,1cxxbFC6ViU,https://www.youtube.com/watch?v=1cxxbFC6ViU,Autonomous Buses Make a Sustainable Future | Atsuto Suyama | TEDxHamamatsu
10,1dhlapSqTXk,https://www.youtube.com/watch?v=1dhlapSqTXk,Creating an awareness of refugees through personal understanding | Katsuya Soda | TEDxKyoto
11,2eqm3LNZMgs,https://www.youtube.com/watch?v=2eqm3LNZMgs,大切な悩み | Akihide Toda | TEDxICU
12,3C8F-Z1gkeE,https://www.youtube.com/watch?v=3C8F-Z1gkeE,いじめを語る上で大人が向き合うべき大切なこと | Mariko Mashimo | TEDxHimi
13,3VlNA4zev9o,https://www.youtube.com/watch?v=3VlNA4zev9o,"Make ""the Existence"" Art | Ichitaro Suzuki | TEDxAnjo"
14,3X9XUdqTpTs,https://www.youtube.com/watch?v=3X9XUdqTpTs,Two life hacks which changed my life | Hirofumi Ono | TEDxUTokyo
15,3_Jits-nxnQ,https://www.youtube.com/watch?v=3_Jits-nxnQ,Dream Support Meeting for children (夢応援面談のススメ) | Yu Kosuda | TEDxSaku
16,3cU5gRwbRiU,https://www.youtube.com/watch?v=3cU5gRwbRiU,Five unnatural ways to build social capital | Takehide MURAKAMI | TEDxKobeSalon
17,3izd0Tcy89g,https://www.youtube.com/watch?v=3izd0Tcy89g,Wadaiko: Celebrating the rhythmic beauty of drumming | Shien | TEDxKyoto
18,3qUax2xaCg0,https://www.youtube.com/watch?v=3qUax2xaCg0,Hand-operated music box and three suggestions| Sachiya Sasaki | TEDxHamamatsu
19,46PxgGJiqqA,https://www.youtube.com/watch?v=46PxgGJiqqA,口伝で受け継ぐ「いのち」 | Yoshitomo Ohara | TEDxHimi
20,4PN9A5daBM0,https://www.youtube.com/watch?v=4PN9A5daBM0,The way to happiness by three questions | Shinkoh Ohyama | TEDxKumamotoshi
21,4TkL1N-EThU,https://www.youtube.com/watch?v=4TkL1N-EThU,Attachment - A guide for parents and children | Akemi Tomoda | TEDxKumamotoshi
22,4glzSs3SGH4,https://www.youtube.com/watch?v=4glzSs3SGH4,「難民の母」の絆が教えてくれたこと /What the story of Mother of Refugees tells us | Hiromi Horie | TEDxFulbrightTokyo
23,4jfcE8u9KOM,https://www.youtube.com/watch?v=4jfcE8u9KOM,感動を創造する言葉の伝え方 | Masaki Sato | TEDxMeijiUniversity
24,5UcSV32dAWg,https://www.youtube.com/watch?v=5UcSV32dAWg,遊び心と価値の創造 | 川崎 宏治 | TEDxNagoyaU
25,6GdwRQO0Wlw,https://www.youtube.com/watch?v=6GdwRQO0Wlw,Chinese Lion Dance and how its culture has been passed on | KOBE Chinese lion dance team | TEDxKobe
26,6qaLSuF3RmM,https://www.youtube.com/watch?v=6qaLSuF3RmM,嗚呼と | Ryotaro Kurokawa | TEDxNagoyaU
27,6rTt0Ak4nuA,https://www.youtube.com/watch?v=6rTt0Ak4nuA,An encouragement of RIKEJO-ish life | Noyuri Mima | TEDxSapporo
28,6v8v_W66MiU,https://www.youtube.com/watch?v=6v8v_W66MiU,What will LGBTs' future be? | Soushi Matsuoka | TEDx Meiji University
29,7B8vMUrRYW4,https://www.youtube.com/watch?v=7B8vMUrRYW4,The Fish on Your Plate: Is it Really Fresh? | Kumiko Fukuda | TEDxTohoku
30,7GUhszccVEA,https://www.youtube.com/watch?v=7GUhszccVEA,ヒトが宇宙へ行くことの人類学 | Hiroaki Isobe | TEDxKyotoUniversity
31,7UvgnLpUHKQ,https://www.youtube.com/watch?v=7UvgnLpUHKQ,JADO entertains us | HANAOKA Yoichi and YAMANE Shiboru | TEDxKobe
32,8-0rK94547M,https://www.youtube.com/watch?v=8-0rK94547M,Shyhack : Hack your shyness | Takeshi NISHIDA | TEDxKobe
33,86Z-p3296RQ,https://www.youtube.com/watch?v=86Z-p3296RQ,Cultivating future agriculture through innovative distribution | Makoto Miyachi | TEDxHamamatsu
34,8c6Jhx8r7is,https://www.youtube.com/watch?v=8c6Jhx8r7is,EVデロリアンが未来は自分の手で作れることを教えてくれた | Tomoyasu Fujii | TEDxHimi
35,8mAPA3YKC_A,https://www.youtube.com/watch?v=8mAPA3YKC_A,A significant role of religions ― a quest for world peace | Daiko Matsuyama | TEDxKyoto
36,9RHlbjQbZLo,https://www.youtube.com/watch?v=9RHlbjQbZLo,Mathematics and Us | Takehiko Nakama | TEDxDoshishaU
37,9_QS74NKTEo,https://www.youtube.com/watch?v=9_QS74NKTEo,Exploring the North Pole | Yasunaga Ogita | TEDxSapporo
38,9g456WFxU4s,https://www.youtube.com/watch?v=9g456WFxU4s,『あいうえお』ネパール・日本の親善と震災 | Dilip BK Sunar | TEDxFukuoka
39,9wmgArfNO4o,https://www.youtube.com/watch?v=9wmgArfNO4o,The future of toilets learning from the past | Yu Yamakami | TEDxKobe
40,9z39oxMj_t8,https://www.youtube.com/watch?v=9z39oxMj_t8,The key to have a wonderful life -- Make your barrier your value! | Hiromi Kishida | TEDxYouth@Kobe
41,AAEqSYOvFmc,https://www.youtube.com/watch?v=AAEqSYOvFmc,The bike…and beyond | Youhei Uchino | TEDxKyoto
42,AJKNA-Satbg,https://www.youtube.com/watch?v=AJKNA-Satbg,Sweets to make you happy | Hajime Ishimizu | TEDxSapporo
43,AKd2fTtAOHs,https://www.youtube.com/watch?v=AKd2fTtAOHs,わくわくの輪郭　Contour of WAKUWAKU | Hitomi Matsui | TEDxDoshishaU
44,Ab-KZT06gR0,https://www.youtube.com/watch?v=Ab-KZT06gR0,Inclusion — A fair World for Everyone | Lot FALCON | TEDxAnjo
45,Aj-DXM5Zqms,https://www.youtube.com/watch?v=Aj-DXM5Zqms,Rising into space -- micro-satellites and micro-rovers change the game | Kazuya Yoshida | TEDxTohoku
46,BFgvhZ14hDI,https://www.youtube.com/watch?v=BFgvhZ14hDI,What is beautiful music? | Rii NUMATA | TEDxKobe
47,BLElQZfR_2M,https://www.youtube.com/watch?v=BLElQZfR_2M,TIME PAINTING “Spiralling Inspiration” | Akito SENGOKU feat. Hiroko NISHIMOTO | TEDxKobe
48,BMyrQtpIs3U,https://www.youtube.com/watch?v=BMyrQtpIs3U,"Using science to understand our lives, a plan for business | Kiseko Ueda | TEDxTokushimaU"
49,BQnSahJokGU,https://www.youtube.com/watch?v=BQnSahJokGU,Link by Fate Leads You to the Future Possibility | BimBomBam Band | TEDxKobe
50,Ba5Jl1_JKZY,https://www.youtube.com/watch?v=Ba5Jl1_JKZY,Revolutionizing Animation Production — Efficiency Sparks Creativity | Shuzo John Shiota | TEDxKyoto
51,BoE2Gh9x1uQ,https://www.youtube.com/watch?v=BoE2Gh9x1uQ,"Sand art, ""Reborn Kobe"" | SILT-clarte- | TEDxKobe"
52,BtV1w5BPMCw,https://www.youtube.com/watch?v=BtV1w5BPMCw,スポーツの持つ力　The power of sports | Hiroko Morohashi | TEDxKyoto
53,BySqly0D7iw,https://www.youtube.com/watch?v=BySqly0D7iw,What snack time gave me | Kyoko Hatayama | TEDxHamamatsu
54,CKKmk6938NQ,https://www.youtube.com/watch?v=CKKmk6938NQ,Why I recommend Hybrid Career (ハイブリッドキャリアのすすめ) | Tetsuji Inaba | TEDxSaku
55,CThKX0Q-S5M,https://www.youtube.com/watch?v=CThKX0Q-S5M,Virtual reality edits reality | Takuji NARUMI | TEDxKobe
56,D0ifsC4q5Xg,https://www.youtube.com/watch?v=D0ifsC4q5Xg,Bees are Our Greatest Teachers | Yasuki Funahashi | TEDxAnjo
57,D_tdPf2eTa8,https://www.youtube.com/watch?v=D_tdPf2eTa8,The Potential in Photos - through the “Decassegui Project” | Junior Maeda | TEDxHamamatsu
58,Dp-w98IvqIo,https://www.youtube.com/watch?v=Dp-w98IvqIo,"Nippon-Ga, paintings that depict the multi-faceted Japanese culture | Taro Yamamoto | TEDxKyoto"
59,ELFbCrXxnc0,https://www.youtube.com/watch?v=ELFbCrXxnc0,Turning children’s strength into their  exceptional talent. | Masakazu Kimura | TEDxHamamatsu
60,EUh5Ssc_VaE,https://www.youtube.com/watch?v=EUh5Ssc_VaE,テクノロジーに足りないものへの挑戦 | Minoru Nakazawa | TEDxHimi
61,FRD8W6RTl7o,https://www.youtube.com/watch?v=FRD8W6RTl7o,愛情料理が世界の子供を救う | Kyoko Tokiyama | TEDxHimi
62,FckPuqb7lFc,https://www.youtube.com/watch?v=FckPuqb7lFc,Wishing for the happiness of others. | Hiroshi Hatano | TEDxHamamatsu
63,FqrvIGsj0iQ,https://www.youtube.com/watch?v=FqrvIGsj0iQ,What everyday guy can do for the environment | Takashi Sato | TEDxShimizu
64,G239-r5bq1s,https://www.youtube.com/watch?v=G239-r5bq1s,逆境の中にこそ夢がある | Ikuo Kabashima | TEDxUTokyo
65,G6ypXVO_Fm0,https://www.youtube.com/watch?v=G6ypXVO_Fm0,Japan Resurgence | Kazuto Ataka | TEDxTokyo
66,G98vScOAHeA,https://www.youtube.com/watch?v=G98vScOAHeA,Plant your own tree in your mind | Masako Wakamiya | TEDxTokyoSalon
67,GP7T-FiPY00,https://www.youtube.com/watch?v=GP7T-FiPY00,~『ある』を活かす~ | Motonobu Ishigaki | TEDxNagoyaU
68,GYvSvCX4dd4,https://www.youtube.com/watch?v=GYvSvCX4dd4,Hibiki: The sound of life | Kensaku Satou | TEDxShinshuUniversity
69,Gan4sUMS0hw,https://www.youtube.com/watch?v=Gan4sUMS0hw,Change a map of Japan in your mind into the map of the world. | Hideki OTA | TEDxYouth@Kobe
70,HGui0Jz3W8k,https://www.youtube.com/watch?v=HGui0Jz3W8k,The era of sending out messages in individualistic ways | Esquisse | TEDxYouth@Kobe
71,HSE_0Wn465M,https://www.youtube.com/watch?v=HSE_0Wn465M,言葉を使わずにメッセージを伝えるには | Hitomi Kumasaka | TEDxAizuwakamatsu
72,HeMb6Qorb2Y,https://www.youtube.com/watch?v=HeMb6Qorb2Y,パルクールに学ぶ自分との戦い方 | 松田 光希 | TEDxHokkaidoU | Mitsuki Matsuda | TEDxHokkaidoU
73,Hl4pDo1lJ2s,https://www.youtube.com/watch?v=Hl4pDo1lJ2s,The reason for sharing ideas | Takuma SUZUKI | TEDxKobeSalon
74,HlF87tK1Ni4,https://www.youtube.com/watch?v=HlF87tK1Ni4,Infinite possibilities of puppetry | Erina Saji | TEDxTokyoyz
75,IBrUxfKQdEA,https://www.youtube.com/watch?v=IBrUxfKQdEA,"Weakness, Essential for team building | Kana YUKAWA | TEDxKobe"
76,ILrvKGK-0jc,https://www.youtube.com/watch?v=ILrvKGK-0jc,How to improve Two Abilities Making Dream Visible | Toshiki Yamagami | TEDxAnjo
77,Ibw0yLy8h20,https://www.youtube.com/watch?v=Ibw0yLy8h20,古神道に伝わる日本語の秘密 | Kanetsu Tsuchi-no-Mikado | TEDxHimi
78,IcxboKkA9Xc,https://www.youtube.com/watch?v=IcxboKkA9Xc,誰もが誰かのライフセーバーに  Everyone can be someone's lifesaver | Kenichi Wada | TEDxKyoto
79,JAlFHoSmKcM,https://www.youtube.com/watch?v=JAlFHoSmKcM,How a TEDx event changed my life | Daiki Sakurai | TEDxSapporo
80,JF8VIVddiv0,https://www.youtube.com/watch?v=JF8VIVddiv0,Society's Sin: “Just Get Into College” isn't the Answer to Youth Future | Yoshitaka Menjo | TEDxAnjo
81,JXfQ7IihJvo,https://www.youtube.com/watch?v=JXfQ7IihJvo,What I Gained Through Persistent Efforts | Ayuko Ito | TEDxHamamatsu
82,JtTW7Dq0Orc,https://www.youtube.com/watch?v=JtTW7Dq0Orc,A question for uniformity that starts from your own name | Lilian Terumi HATANO | TEDxKobe
83,JysrbxSFsAY,https://www.youtube.com/watch?v=JysrbxSFsAY,建築によって忘れてしまったものを、建築によって思い出す | Kentaro Yamazaki | TEDxHimi
84,K5E_5PeqtJ4,https://www.youtube.com/watch?v=K5E_5PeqtJ4,Enriching communication through DEAF’s listening skills | Tomoya ONAKA | TEDxKobe
85,KGZi0XlvjFc,https://www.youtube.com/watch?v=KGZi0XlvjFc,"Wine, the strange power | Bruce Gutlove | TEDxSapporo"
86,KLzRia0g93U,https://www.youtube.com/watch?v=KLzRia0g93U,菜の花で東北を元気に! | 宇野 裕美香 | TEDxFukuoka
87,KNu2FGRxjMw,https://www.youtube.com/watch?v=KNu2FGRxjMw,世界のしくみを不透明化する　 | Miho Ishii | TEDxKyotoUniversity
88,KVYn6tjAyxw,https://www.youtube.com/watch?v=KVYn6tjAyxw,Visual Field Loss by a Brain Hemorrhage ― Overcome the Dispair | Hirofumi Takahashi | TEDxAnjo
89,Kcf47D1l8ZY,https://www.youtube.com/watch?v=Kcf47D1l8ZY,How to make the minority bigger| Ryu- ka | TEDxYouth@Namba
90,KoytuXxfqtM,https://www.youtube.com/watch?v=KoytuXxfqtM,The new step doesn’t need a chance. | Hirokazu Asanuma | TEDxHamamatsu
91,KpRpQsojKgc,https://www.youtube.com/watch?v=KpRpQsojKgc,Telling not everything will give us rich communication | Kenichi MATSUMOTO | TEDxKobe
92,KqdT9J10rg0,https://www.youtube.com/watch?v=KqdT9J10rg0,世界にないものは、あなたの中にある | Mikako Yusa | TEDxHimi
93,KrHnh-StTF8,https://www.youtube.com/watch?v=KrHnh-StTF8,Why does human have to continue learning? | Stela Suzuki | TEDxHamamatsu
94,KrsjQpJXGH8,https://www.youtube.com/watch?v=KrsjQpJXGH8,肩こりの改善方法 | Yuji Kitano | TEDxWasedaU
95,L3wZ8vaDymA,https://www.youtube.com/watch?v=L3wZ8vaDymA,志をみつけるのではなく、育てよう | Fostering a personal misson | Takuro Kajiya | TEDxTohokuUniversity
96,LUEjR1djmRw,https://www.youtube.com/watch?v=LUEjR1djmRw,Strings of passion | Kumi Adachi | TEDxKyoto
97,LzviN1x-300,https://www.youtube.com/watch?v=LzviN1x-300,Robot Partner | Tomomi Ota | TEDxTokyoSalon
98,MGSTf5q5tr8,https://www.youtube.com/watch?v=MGSTf5q5tr8,Challenging the common theory of physics through reverse thinking | Emiko HIYAMA | TEDxKobe
99,MQrVobYckJA,https://www.youtube.com/watch?v=MQrVobYckJA,Recycling tradition through the Akita Maiko | Chinatsu Mizuno | TEDxTohoku
100,Mc044I55SCY,https://www.youtube.com/watch?v=Mc044I55SCY,"Live Paint : Pray and Bloom | Kaoru Sauda, YOICHIRO, and Takashi Matsuyama | TEDxAnjo"
101,MmqKDMfM6hU,https://www.youtube.com/watch?v=MmqKDMfM6hU,"The essence of  ""Cool Japan"" | Katsumi Sakakura | TEDxTokyo"
102,MmuN8y_lK9o,https://www.youtube.com/watch?v=MmuN8y_lK9o,Social Innovation by ICT and yourself! | Toshiki Sumitani | TEDxTokyoSalon
103,Mv-eNaPEaOY,https://www.youtube.com/watch?v=Mv-eNaPEaOY,Three things for developing yourself | Asami Shigemitsu | TEDxYouth@Kobe
104,NDsr9-m6oE8,https://www.youtube.com/watch?v=NDsr9-m6oE8,時間と選択　Time and choice | Ryo Yamanaka | TEDxDoshishaU
105,NYEqd6ATBww,https://www.youtube.com/watch?v=NYEqd6ATBww,Stepping Toward Adventure | Robert Thomson | TEDxHokkaidoU
106,Nc7nf9y_yXQ,https://www.youtube.com/watch?v=Nc7nf9y_yXQ,宇宙飛行士の次なる「ミッション」 | Takao Doi | TEDxKyotoUniversity
107,NrBwEOmDe6I,https://www.youtube.com/watch?v=NrBwEOmDe6I,What can we learn from Jomon Culture | Naoyuki Ohshima | TEDxSapporo
108,Nuy0hMV36x4,https://www.youtube.com/watch?v=Nuy0hMV36x4,It's okay to care about appearances | Yuzo Hoshino | TEDxUTokyo
109,O9qlk_LdWCE,https://www.youtube.com/watch?v=O9qlk_LdWCE,Future Language | Takashi Iba | TEDxKids@Chiyoda
110,OC7RIy2kmVI,https://www.youtube.com/watch?v=OC7RIy2kmVI,Japanese “ki-oke” buckets -- keeping a 700-year old tradition alive | Shuji Nakagawa | TEDxKyoto
111,OkapmNJzw9o,https://www.youtube.com/watch?v=OkapmNJzw9o,What a wonderful world of words!(ことばあそび) | Ryugo Yanagimachi | TEDxSaku
112,P-G1cVOKMfA,https://www.youtube.com/watch?v=P-G1cVOKMfA,How a negative thinker is able to keep challenging | Aya KIDO | TEDxKobe
113,QMZyo95GfN0,https://www.youtube.com/watch?v=QMZyo95GfN0,"Train your eyes, see the designs everywhere | Chiori Ito | TEDxSapporo"
114,QQI1DFvVy_g,https://www.youtube.com/watch?v=QQI1DFvVy_g,Becoming happy by expressing yourself 120% | Mamoru Taniya | TEDxSapporo
115,QUF9gRTPDow,https://www.youtube.com/watch?v=QUF9gRTPDow,How I used my truancy as a drive to success | Naoki Asami | TEDxTohoku
116,QfWHSXXL0LU,https://www.youtube.com/watch?v=QfWHSXXL0LU,コマの奇跡　〜信じる力が生んだ物語〜 | Kenji Midorikawa | TEDxHimi
117,QhzUC7yTcoc,https://www.youtube.com/watch?v=QhzUC7yTcoc,How to think multi-dimensionally to create originality | Shoji Kawamori 河森正治 | TEDxKeioHighSchool
118,RZJPKc_KyAI,https://www.youtube.com/watch?v=RZJPKc_KyAI,Moving game design beyond safe and familiar | Shouichi Tominaga | TEDxKyoto
119,RdmwIzMYNgw,https://www.youtube.com/watch?v=RdmwIzMYNgw,Exploring cultural genealogy from the hug of Japanese monkeys | Naofumi NAKAGAWA | TEDxKobe
120,RpOdyapsBCw,https://www.youtube.com/watch?v=RpOdyapsBCw,The Great Power of a Small Sign | Akari Imai | TEDxHamamatsu
121,RwNAbPL7G_A,https://www.youtube.com/watch?v=RwNAbPL7G_A,自分を削り出す生き方 | Yuji Yamamoto | TEDxUTokyo
122,SUD07KpE0GE,https://www.youtube.com/watch?v=SUD07KpE0GE,Game on | Kenichi Nakashima | TEDxHakata
123,S_6uLFKrxdI,https://www.youtube.com/watch?v=S_6uLFKrxdI,Combine technology with agriculture | Hiroshi Mineno | TEDxShimizu
124,SjrggiRiTlE,https://www.youtube.com/watch?v=SjrggiRiTlE,Fractal Shade - Nature does not aim for perfection! | Satoshi Sakai | TEDxKyotoUniversity
125,Sz4qMGRA9gs,https://www.youtube.com/watch?v=Sz4qMGRA9gs,Sign language entertainment crash the barrier | OKAZAKI Nobuhiko | TEDxKobe
126,TWeYkdIQsk0,https://www.youtube.com/watch?v=TWeYkdIQsk0,Alive Painting | 中山 晃子 | TEDxHaneda
127,TYItq88nHMI,https://www.youtube.com/watch?v=TYItq88nHMI,Why your job does not get done in time | Satoshi Nakajima | TEDxSapporo
128,Tc2--M7NQrA,https://www.youtube.com/watch?v=Tc2--M7NQrA,Shall we make something that make people happy? | Makoto Sato | TEDxHamamatsu
129,TpiKDs5A57U,https://www.youtube.com/watch?v=TpiKDs5A57U,The new way to use scale models | Osamu TSUKIHASHI | TEDxKobe
130,TvNJCloTGhc,https://www.youtube.com/watch?v=TvNJCloTGhc,Would you board this elevator? | Sándor MÁRKON | TEDxKobe
131,U076rJQVSMk,https://www.youtube.com/watch?v=U076rJQVSMk,"Ascetic practice, tradition and joy. 修行と伝統を楽しむ | Yasuhiro Hikiami | TEDxHimi"
132,U9Nzc1NY22A,https://www.youtube.com/watch?v=U9Nzc1NY22A,The catalytic way in town development | Eiki Matsubara | TEDxYouth@Kobe
133,UtFqVUTDchg,https://www.youtube.com/watch?v=UtFqVUTDchg,自分探し | 矢島 里佳 | TEDxHaneda
134,V8l77tfLEgs,https://www.youtube.com/watch?v=V8l77tfLEgs,Breaking wind and taboos (おならはご褒美がもらえるもの) | Natsuhiko Watanabe | TEDxSaku
135,VDtCA2GPw4k,https://www.youtube.com/watch?v=VDtCA2GPw4k,Somehow it will work out: how to overcome invisible obstacles|Masayuki Noguchi | TEDxKagoshima
136,VM7Zk_J6gfQ,https://www.youtube.com/watch?v=VM7Zk_J6gfQ,Traditional Japanese dyes on the path to eco-friendly fashion | Toru Arakawa | TEDxKyoto
137,VhFMEJhnTNk,https://www.youtube.com/watch?v=VhFMEJhnTNk,Social travel: a non-consumerist way to make a difference | Yuki Honma | TEDxHIU
